scenario	maximum_symptom_onset_time	susceptible_population_proportion	antiviral_coverage_time	antiviral_success_rate	hospital_success_without_antiviral	hospital_success_with_antiviral	hospital_beds_per_person	antiviral_doses_per_person	hospital_stay_duration_min	hospital_stay_duration_max	region	pop_size	deaths	deaths_in_home	deaths_in_hospital	per_capita_deaths	per_capita_deaths_in_home	per_capita_deaths_in_hospital
0	60.0	0.25	10.0	0.5	0.3	0.5	0.001	0.1	2.0	5.0	Region_0	387	40	30	10	0.10335917312661498	0.07751937984496124	0.025839793281653745
0	60.0	0.25	10.0	0.5	0.3	0.5	0.001	0.1	2.0	5.0	Region_1	823	88	74	14	0.10692588092345079	0.0899149453219927	0.01701093560145808
7	120.0	0.25	15.0	0.5	0.3	0.5	0.001	0.1	2.0	5.0	Region_0	387	27	13	14	0.06976744186046512	0.03359173126614987	0.03617571059431524
7	120.0	0.25	15.0	0.5	0.3	0.5	0.001	0.1	2.0	5.0	Region_1	823	90	66	24	0.10935601458080195	0.08019441069258809	0.02916160388821385
0	60.0	0.25	10.0	0.5	0.3	0.5	0.001	0.1	2.0	5.0	Region_2	2825	561	538	23	0.19858407079646018	0.1904424778761062	0.008141592920353982
1	120.0	0.25	10.0	0.5	0.3	0.5	0.001	0.1	2.0	5.0	Region_0	387	36	16	20	0.09302325581395349	0.041343669250646	0.05167958656330749
1	120.0	0.25	10.0	0.5	0.3	0.5	0.001	0.1	2.0	5.0	Region_1	823	86	67	19	0.10449574726609964	0.08140947752126367	0.023086269744835967
7	120.0	0.25	15.0	0.5	0.3	0.5	0.001	0.1	2.0	5.0	Region_2	2825	555	515	40	0.19646017699115045	0.18230088495575222	0.01415929203539823
1	120.0	0.25	10.0	0.5	0.3	0.5	0.001	0.1	2.0	5.0	Region_2	2825	554	517	37	0.1961061946902655	0.1830088495575221	0.013097345132743363
3	120.0	0.5	10.0	0.5	0.3	0.5	0.001	0.1	2.0	5.0	Region_0	387	70	46	24	0.18087855297157623	0.11886304909560723	0.06201550387596899
3	120.0	0.5	10.0	0.5	0.3	0.5	0.001	0.1	2.0	5.0	Region_1	823	274	242	32	0.33292831105710813	0.29404617253948967	0.038882138517618466
0	60.0	0.25	10.0	0.5	0.3	0.5	0.001	0.1	2.0	5.0	Region_3	2902	623	599	24	0.21467953135768436	0.2064093728463129	0.008270158511371467
7	120.0	0.25	15.0	0.5	0.3	0.5	0.001	0.1	2.0	5.0	Region_3	2902	616	572	44	0.21226740179186768	0.19710544452102	0.015161957270847692
1	120.0	0.25	10.0	0.5	0.3	0.5	0.001	0.1	2.0	5.0	Region_3	2902	605	570	35	0.20847691247415576	0.19641626464507236	0.012060647829083391
3	120.0	0.5	10.0	0.5	0.3	0.5	0.001	0.1	2.0	5.0	Region_2	2825	1295	1254	41	0.4584070796460177	0.4438938053097345	0.014513274336283187
0	60.0	0.25	10.0	0.5	0.3	0.5	0.001	0.1	2.0	5.0	Region_4	3063	693	673	20	0.22624877571008814	0.2197192295135488	0.00652954619653934
3	120.0	0.5	10.0	0.5	0.3	0.5	0.001	0.1	2.0	5.0	Region_3	2902	1333	1288	45	0.45933838731909027	0.44383184011026877	0.015506547208821502
6	60.0	0.25	15.0	0.5	0.3	0.5	0.001	0.1	2.0	5.0	Region_0	387	35	22	13	0.09043927648578812	0.056847545219638244	0.03359173126614987
6	60.0	0.25	15.0	0.5	0.3	0.5	0.001	0.1	2.0	5.0	Region_1	823	109	94	15	0.1324422843256379	0.11421628189550426	0.018226002430133656
7	120.0	0.25	15.0	0.5	0.3	0.5	0.001	0.1	2.0	5.0	Region_4	3063	669	629	40	0.21841332027424093	0.20535422788116225	0.01305909239307868
3	120.0	0.5	10.0	0.5	0.3	0.5	0.001	0.1	2.0	5.0	Region_4	3063	1447	1408	39	0.4724126673196213	0.4596800522363696	0.012732615083251714
1	120.0	0.25	10.0	0.5	0.3	0.5	0.001	0.1	2.0	5.0	Region_4	3063	668	627	41	0.21808684296441397	0.20470127326150833	0.013385569702905649
6	60.0	0.25	15.0	0.5	0.3	0.5	0.001	0.1	2.0	5.0	Region_2	2825	539	528	11	0.19079646017699115	0.18690265486725663	0.0038938053097345134
6	60.0	0.25	15.0	0.5	0.3	0.5	0.001	0.1	2.0	5.0	Region_3	2902	628	610	18	0.2164024810475534	0.2101998621640248	0.006202618883528601
2	60.0	0.5	10.0	0.5	0.3	0.5	0.001	0.1	2.0	5.0	Region_0	387	78	65	13	0.20155038759689922	0.16795865633074936	0.03359173126614987
2	60.0	0.5	10.0	0.5	0.3	0.5	0.001	0.1	2.0	5.0	Region_1	823	287	276	11	0.3487241798298906	0.3353584447144593	0.013365735115431349
6	60.0	0.25	15.0	0.5	0.3	0.5	0.001	0.1	2.0	5.0	Region_4	3063	693	676	17	0.22624877571008814	0.22069866144302971	0.00555011426705844
2	60.0	0.5	10.0	0.5	0.3	0.5	0.001	0.1	2.0	5.0	Region_2	2825	1304	1284	20	0.4615929203539823	0.4545132743362832	0.007079646017699115
2	60.0	0.5	10.0	0.5	0.3	0.5	0.001	0.1	2.0	5.0	Region_3	2902	1345	1330	15	0.463473466574776	0.4583046175051689	0.005168849069607168
5	120.0	0.75	10.0	0.5	0.3	0.5	0.001	0.1	2.0	5.0	Region_0	387	156	122	34	0.40310077519379844	0.3152454780361757	0.08785529715762273
2	60.0	0.5	10.0	0.5	0.3	0.5	0.001	0.1	2.0	5.0	Region_4	3063	1449	1427	22	0.4730656219392752	0.46588312112308194	0.007182500816193275
5	120.0	0.75	10.0	0.5	0.3	0.5	0.001	0.1	2.0	5.0	Region_1	823	507	470	37	0.6160388821385177	0.5710814094775213	0.04495747266099635
5	120.0	0.75	10.0	0.5	0.3	0.5	0.001	0.1	2.0	5.0	Region_2	2825	1994	1947	47	0.7058407079646017	0.6892035398230089	0.01663716814159292
5	120.0	0.75	10.0	0.5	0.3	0.5	0.001	0.1	2.0	5.0	Region_3	2902	2051	2008	43	0.7067539627842867	0.6919365954514128	0.014817367332873881
4	60.0	0.75	10.0	0.5	0.3	0.5	0.001	0.1	2.0	5.0	Region_0	387	174	158	16	0.4496124031007752	0.4082687338501292	0.041343669250646
5	120.0	0.75	10.0	0.5	0.3	0.5	0.001	0.1	2.0	5.0	Region_4	3063	2225	2190	35	0.7264120143650016	0.7149853085210578	0.011426705843943846
4	60.0	0.75	10.0	0.5	0.3	0.5	0.001	0.1	2.0	5.0	Region_1	823	519	498	21	0.6306196840826246	0.6051032806804374	0.02551640340218712
4	60.0	0.75	10.0	0.5	0.3	0.5	0.001	0.1	2.0	5.0	Region_2	2825	2003	1984	19	0.7090265486725664	0.7023008849557522	0.006725663716814159
4	60.0	0.75	10.0	0.5	0.3	0.5	0.001	0.1	2.0	5.0	Region_3	2902	2058	2037	21	0.7091660923501034	0.7019297036526534	0.007236388697450034
4	60.0	0.75	10.0	0.5	0.3	0.5	0.001	0.1	2.0	5.0	Region_4	3063	2226	2204	22	0.7267384916748286	0.7195559908586353	0.007182500816193275
9	120.0	0.5	15.0	0.5	0.3	0.5	0.001	0.1	2.0	5.0	Region_0	387	56	38	18	0.14470284237726097	0.09819121447028424	0.046511627906976744
9	120.0	0.5	15.0	0.5	0.3	0.5	0.001	0.1	2.0	5.0	Region_1	823	289	253	36	0.3511543134872418	0.30741190765492105	0.04374240583232078
9	120.0	0.5	15.0	0.5	0.3	0.5	0.001	0.1	2.0	5.0	Region_2	2825	1292	1259	33	0.45734513274336286	0.4456637168141593	0.01168141592920354
13	120.0	0.25	10.0	0.8	0.3	0.5	0.001	0.1	2.0	5.0	Region_0	387	13	1	12	0.03359173126614987	0.002583979328165375	0.031007751937984496
9	120.0	0.5	15.0	0.5	0.3	0.5	0.001	0.1	2.0	5.0	Region_3	2902	1335	1294	41	0.4600275671950379	0.44589937973811167	0.014128187456926258
13	120.0	0.25	10.0	0.8	0.3	0.5	0.001	0.1	2.0	5.0	Region_1	823	36	22	14	0.04374240583232078	0.026731470230862697	0.01701093560145808
9	120.0	0.5	15.0	0.5	0.3	0.5	0.001	0.1	2.0	5.0	Region_4	3063	1445	1404	41	0.47175971269996736	0.4583741429970617	0.013385569702905649
13	120.0	0.25	10.0	0.8	0.3	0.5	0.001	0.1	2.0	5.0	Region_2	2825	473	438	35	0.16743362831858408	0.1550442477876106	0.012389380530973451
13	120.0	0.25	10.0	0.8	0.3	0.5	0.001	0.1	2.0	5.0	Region_3	2902	553	512	41	0.19055823569951758	0.17643004824259131	0.014128187456926258
13	120.0	0.25	10.0	0.8	0.3	0.5	0.001	0.1	2.0	5.0	Region_4	3063	612	577	35	0.19980411361410383	0.18837740777015996	0.011426705843943846
12	60.0	0.25	10.0	0.8	0.3	0.5	0.001	0.1	2.0	5.0	Region_0	387	14	6	8	0.03617571059431524	0.015503875968992248	0.020671834625323
12	60.0	0.25	10.0	0.8	0.3	0.5	0.001	0.1	2.0	5.0	Region_1	823	42	32	10	0.05103280680437424	0.038882138517618466	0.012150668286755772
12	60.0	0.25	10.0	0.8	0.3	0.5	0.001	0.1	2.0	5.0	Region_2	2825	490	468	22	0.17345132743362832	0.16566371681415928	0.007787610619469027
12	60.0	0.25	10.0	0.8	0.3	0.5	0.001	0.1	2.0	5.0	Region_3	2902	567	549	18	0.19538249483115094	0.18917987594762234	0.006202618883528601
12	60.0	0.25	10.0	0.8	0.3	0.5	0.001	0.1	2.0	5.0	Region_4	3063	614	595	19	0.20045706823375775	0.19425399934704538	0.006203068886712374
10	60.0	0.75	15.0	0.5	0.3	0.5	0.001	0.1	2.0	5.0	Region_0	387	168	150	18	0.43410852713178294	0.3875968992248062	0.046511627906976744
10	60.0	0.75	15.0	0.5	0.3	0.5	0.001	0.1	2.0	5.0	Region_1	823	521	503	18	0.6330498177399757	0.6111786148238153	0.02187120291616039
8	60.0	0.5	15.0	0.5	0.3	0.5	0.001	0.1	2.0	5.0	Region_0	387	78	63	15	0.20155038759689922	0.16279069767441862	0.03875968992248062
8	60.0	0.5	15.0	0.5	0.3	0.5	0.001	0.1	2.0	5.0	Region_1	823	283	265	18	0.34386391251518833	0.3219927095990279	0.02187120291616039
10	60.0	0.75	15.0	0.5	0.3	0.5	0.001	0.1	2.0	5.0	Region_2	2825	2001	1981	20	0.7083185840707965	0.7012389380530973	0.007079646017699115
8	60.0	0.5	15.0	0.5	0.3	0.5	0.001	0.1	2.0	5.0	Region_2	2825	1305	1284	21	0.46194690265486726	0.4545132743362832	0.007433628318584071
10	60.0	0.75	15.0	0.5	0.3	0.5	0.001	0.1	2.0	5.0	Region_3	2902	2053	2034	19	0.7074431426602343	0.7008959338387319	0.006547208821502412
8	60.0	0.5	15.0	0.5	0.3	0.5	0.001	0.1	2.0	5.0	Region_3	2902	1351	1329	22	0.4655410062026189	0.45796002756719506	0.007580978635423846
10	60.0	0.75	15.0	0.5	0.3	0.5	0.001	0.1	2.0	5.0	Region_4	3063	2242	2220	22	0.7319621286320601	0.7247796278158668	0.007182500816193275
11	120.0	0.75	15.0	0.5	0.3	0.5	0.001	0.1	2.0	5.0	Region_0	387	170	141	29	0.4392764857881137	0.3643410852713178	0.07493540051679587
11	120.0	0.75	15.0	0.5	0.3	0.5	0.001	0.1	2.0	5.0	Region_1	823	494	459	35	0.6002430133657352	0.5577156743620899	0.0425273390036452
15	120.0	0.5	10.0	0.8	0.3	0.5	0.001	0.1	2.0	5.0	Region_0	387	24	7	17	0.06201550387596899	0.01808785529715762	0.04392764857881137
8	60.0	0.5	15.0	0.5	0.3	0.5	0.001	0.1	2.0	5.0	Region_4	3063	1452	1432	20	0.4740450538687561	0.4675155076722168	0.00652954619653934
11	120.0	0.75	15.0	0.5	0.3	0.5	0.001	0.1	2.0	5.0	Region_2	2825	1983	1942	41	0.7019469026548673	0.6874336283185841	0.014513274336283187
15	120.0	0.5	10.0	0.8	0.3	0.5	0.001	0.1	2.0	5.0	Region_1	823	219	185	34	0.2660996354799514	0.22478736330498178	0.041312272174969626
11	120.0	0.75	15.0	0.5	0.3	0.5	0.001	0.1	2.0	5.0	Region_3	2902	2056	2011	45	0.7084769124741558	0.6929703652653343	0.015506547208821502
15	120.0	0.5	10.0	0.8	0.3	0.5	0.001	0.1	2.0	5.0	Region_2	2825	1231	1190	41	0.43575221238938056	0.42123893805309737	0.014513274336283187
11	120.0	0.75	15.0	0.5	0.3	0.5	0.001	0.1	2.0	5.0	Region_4	3063	2236	2193	43	0.7300032647730983	0.7159647404505387	0.014038524322559582
15	120.0	0.5	10.0	0.8	0.3	0.5	0.001	0.1	2.0	5.0	Region_3	2902	1274	1231	43	0.4390075809786354	0.42419021364576154	0.014817367332873881
14	60.0	0.5	10.0	0.8	0.3	0.5	0.001	0.1	2.0	5.0	Region_0	387	23	16	7	0.059431524547803614	0.041343669250646	0.01808785529715762
15	120.0	0.5	10.0	0.8	0.3	0.5	0.001	0.1	2.0	5.0	Region_4	3063	1394	1349	45	0.455109369898792	0.4404178909565785	0.014691478942213516
14	60.0	0.5	10.0	0.8	0.3	0.5	0.001	0.1	2.0	5.0	Region_1	823	237	217	20	0.28797083839611176	0.26366950182260024	0.024301336573511544
14	60.0	0.5	10.0	0.8	0.3	0.5	0.001	0.1	2.0	5.0	Region_2	2825	1238	1216	22	0.4382300884955752	0.4304424778761062	0.007787610619469027
14	60.0	0.5	10.0	0.8	0.3	0.5	0.001	0.1	2.0	5.0	Region_3	2902	1293	1268	25	0.44555478980013785	0.43694004135079256	0.00861474844934528
14	60.0	0.5	10.0	0.8	0.3	0.5	0.001	0.1	2.0	5.0	Region_4	3063	1394	1370	24	0.455109369898792	0.44727391446294484	0.007835455435847209
16	60.0	0.75	10.0	0.8	0.3	0.5	0.001	0.1	2.0	5.0	Region_0	387	116	100	16	0.2997416020671835	0.25839793281653745	0.041343669250646
18	60.0	0.25	15.0	0.8	0.3	0.5	0.001	0.1	2.0	5.0	Region_0	387	14	4	10	0.03617571059431524	0.0103359173126615	0.025839793281653745
18	60.0	0.25	15.0	0.8	0.3	0.5	0.001	0.1	2.0	5.0	Region_1	823	40	29	11	0.04860267314702309	0.03523693803159174	0.013365735115431349
16	60.0	0.75	10.0	0.8	0.3	0.5	0.001	0.1	2.0	5.0	Region_1	823	453	434	19	0.5504252733900364	0.5273390036452005	0.023086269744835967
17	120.0	0.75	10.0	0.8	0.3	0.5	0.001	0.1	2.0	5.0	Region_0	387	104	84	20	0.268733850129199	0.21705426356589147	0.05167958656330749
17	120.0	0.75	10.0	0.8	0.3	0.5	0.001	0.1	2.0	5.0	Region_1	823	452	410	42	0.5492102065613609	0.49817739975698666	0.05103280680437424
18	60.0	0.25	15.0	0.8	0.3	0.5	0.001	0.1	2.0	5.0	Region_2	2825	492	471	21	0.17415929203539823	0.16672566371681416	0.007433628318584071
16	60.0	0.75	10.0	0.8	0.3	0.5	0.001	0.1	2.0	5.0	Region_2	2825	1942	1923	19	0.6874336283185841	0.68070796460177	0.006725663716814159
17	120.0	0.75	10.0	0.8	0.3	0.5	0.001	0.1	2.0	5.0	Region_2	2825	1926	1886	40	0.6817699115044248	0.6676106194690266	0.01415929203539823
18	60.0	0.25	15.0	0.8	0.3	0.5	0.001	0.1	2.0	5.0	Region_3	2902	566	545	21	0.19503790489317713	0.18780151619572708	0.007236388697450034
16	60.0	0.75	10.0	0.8	0.3	0.5	0.001	0.1	2.0	5.0	Region_3	2902	2003	1980	23	0.6902136457615438	0.6822880771881461	0.007925568573397657
17	120.0	0.75	10.0	0.8	0.3	0.5	0.001	0.1	2.0	5.0	Region_3	2902	2000	1955	45	0.6891798759476223	0.6736733287388008	0.015506547208821502
18	60.0	0.25	15.0	0.8	0.3	0.5	0.001	0.1	2.0	5.0	Region_4	3063	621	604	17	0.20274240940254654	0.19719229513548808	0.00555011426705844
16	60.0	0.75	10.0	0.8	0.3	0.5	0.001	0.1	2.0	5.0	Region_4	3063	2172	2151	21	0.7091087169441724	0.702252693437806	0.0068560235063663075
17	120.0	0.75	10.0	0.8	0.3	0.5	0.001	0.1	2.0	5.0	Region_4	3063	2168	2120	48	0.7078028077048645	0.6921318968331701	0.015670910871694418
19	120.0	0.25	15.0	0.8	0.3	0.5	0.001	0.1	2.0	5.0	Region_0	387	8	2	6	0.020671834625323	0.00516795865633075	0.015503875968992248
19	120.0	0.25	15.0	0.8	0.3	0.5	0.001	0.1	2.0	5.0	Region_1	823	36	23	13	0.04374240583232078	0.027946537059538274	0.015795868772782502
19	120.0	0.25	15.0	0.8	0.3	0.5	0.001	0.1	2.0	5.0	Region_2	2825	473	431	42	0.16743362831858408	0.15256637168141593	0.014867256637168142
19	120.0	0.25	15.0	0.8	0.3	0.5	0.001	0.1	2.0	5.0	Region_3	2902	550	516	34	0.18952446588559613	0.17780840799448655	0.01171605789110958
20	60.0	0.5	15.0	0.8	0.3	0.5	0.001	0.1	2.0	5.0	Region_0	387	30	17	13	0.07751937984496124	0.04392764857881137	0.03359173126614987
19	120.0	0.25	15.0	0.8	0.3	0.5	0.001	0.1	2.0	5.0	Region_4	3063	623	588	35	0.20339536402220046	0.19196865817825662	0.011426705843943846
20	60.0	0.5	15.0	0.8	0.3	0.5	0.001	0.1	2.0	5.0	Region_1	823	234	218	16	0.284325637910085	0.2648845686512758	0.019441069258809233
20	60.0	0.5	15.0	0.8	0.3	0.5	0.001	0.1	2.0	5.0	Region_2	2825	1243	1222	21	0.44	0.43256637168141593	0.007433628318584071
20	60.0	0.5	15.0	0.8	0.3	0.5	0.001	0.1	2.0	5.0	Region_3	2902	1290	1270	20	0.4445210199862164	0.4376292212267402	0.006891798759476223
20	60.0	0.5	15.0	0.8	0.3	0.5	0.001	0.1	2.0	5.0	Region_4	3063	1390	1372	18	0.4538034606594842	0.44792686908259877	0.005876591576885406
21	120.0	0.5	15.0	0.8	0.3	0.5	0.001	0.1	2.0	5.0	Region_0	387	22	9	13	0.056847545219638244	0.023255813953488372	0.03359173126614987
21	120.0	0.5	15.0	0.8	0.3	0.5	0.001	0.1	2.0	5.0	Region_1	823	223	192	31	0.2709599027946537	0.2332928311057108	0.03766707168894289
21	120.0	0.5	15.0	0.8	0.3	0.5	0.001	0.1	2.0	5.0	Region_2	2825	1245	1200	45	0.4407079646017699	0.4247787610619469	0.01592920353982301
21	120.0	0.5	15.0	0.8	0.3	0.5	0.001	0.1	2.0	5.0	Region_3	2902	1274	1235	39	0.4390075809786354	0.4255685733976568	0.013439007580978636
21	120.0	0.5	15.0	0.8	0.3	0.5	0.001	0.1	2.0	5.0	Region_4	3063	1381	1337	44	0.45086516487104145	0.4365001632386549	0.01436500163238655
22	60.0	0.75	15.0	0.8	0.3	0.5	0.001	0.1	2.0	5.0	Region_0	387	121	110	11	0.31266149870801035	0.2842377260981912	0.028423772609819122
22	60.0	0.75	15.0	0.8	0.3	0.5	0.001	0.1	2.0	5.0	Region_1	823	456	436	20	0.5540704738760632	0.5297691373025516	0.024301336573511544
22	60.0	0.75	15.0	0.8	0.3	0.5	0.001	0.1	2.0	5.0	Region_2	2825	1949	1923	26	0.6899115044247788	0.68070796460177	0.009203539823008849
26	60.0	0.5	10.0	0.5	5.0	0.75	0.001	0.1	2.0	5.0	Region_0	387	74	65	9	0.19121447028423771	0.16795865633074936	0.023255813953488372
26	60.0	0.5	10.0	0.5	5.0	0.75	0.001	0.1	2.0	5.0	Region_1	823	278	276	2	0.3377885783718105	0.3353584447144593	0.002430133657351154
26	60.0	0.5	10.0	0.5	5.0	0.75	0.001	0.1	2.0	5.0	Region_2	2825	1284	1284	0	0.4545132743362832	0.4545132743362832	0.0
26	60.0	0.5	10.0	0.5	5.0	0.75	0.001	0.1	2.0	5.0	Region_3	2902	1330	1330	0	0.4583046175051689	0.4583046175051689	0.0
26	60.0	0.5	10.0	0.5	5.0	0.75	0.001	0.1	2.0	5.0	Region_4	3063	1427	1427	0	0.46588312112308194	0.46588312112308194	0.0
22	60.0	0.75	15.0	0.8	0.3	0.5	0.001	0.1	2.0	5.0	Region_3	2902	1988	1974	14	0.6850447966919366	0.6802205375603032	0.004824259131633356
23	120.0	0.75	15.0	0.8	0.3	0.5	0.001	0.1	2.0	5.0	Region_0	387	111	82	29	0.2868217054263566	0.21188630490956073	0.07493540051679587
23	120.0	0.75	15.0	0.8	0.3	0.5	0.001	0.1	2.0	5.0	Region_1	823	438	402	36	0.5321992709599028	0.488456865127582	0.04374240583232078
23	120.0	0.75	15.0	0.8	0.3	0.5	0.001	0.1	2.0	5.0	Region_2	2825	1935	1896	39	0.6849557522123894	0.6711504424778761	0.013805309734513275
22	60.0	0.75	15.0	0.8	0.3	0.5	0.001	0.1	2.0	5.0	Region_4	3063	2185	2160	25	0.7133529219719229	0.7051909892262488	0.008161932745674175
23	120.0	0.75	15.0	0.8	0.3	0.5	0.001	0.1	2.0	5.0	Region_3	2902	1991	1952	39	0.6860785665058581	0.6726395589248794	0.013439007580978636
25	120.0	0.25	10.0	0.5	5.0	0.75	0.001	0.1	2.0	5.0	Region_0	387	26	16	10	0.06718346253229975	0.041343669250646	0.025839793281653745
23	120.0	0.75	15.0	0.8	0.3	0.5	0.001	0.1	2.0	5.0	Region_4	3063	2168	2121	47	0.7078028077048645	0.692458374142997	0.01534443356186745
25	120.0	0.25	10.0	0.5	5.0	0.75	0.001	0.1	2.0	5.0	Region_1	823	74	67	7	0.0899149453219927	0.08140947752126367	0.00850546780072904
25	120.0	0.25	10.0	0.5	5.0	0.75	0.001	0.1	2.0	5.0	Region_2	2825	519	517	2	0.18371681415929203	0.1830088495575221	7.079646017699115E-4
25	120.0	0.25	10.0	0.5	5.0	0.75	0.001	0.1	2.0	5.0	Region_3	2902	575	570	5	0.19813921433494142	0.19641626464507236	0.0017229496898690559
25	120.0	0.25	10.0	0.5	5.0	0.75	0.001	0.1	2.0	5.0	Region_4	3063	631	627	4	0.2060071825008162	0.20470127326150833	0.001305909239307868
27	120.0	0.5	10.0	0.5	5.0	0.75	0.001	0.1	2.0	5.0	Region_0	387	58	46	12	0.14987080103359174	0.11886304909560723	0.031007751937984496
24	60.0	0.25	10.0	0.5	5.0	0.75	0.001	0.1	2.0	5.0	Region_0	387	36	30	6	0.09302325581395349	0.07751937984496124	0.015503875968992248
24	60.0	0.25	10.0	0.5	5.0	0.75	0.001	0.1	2.0	5.0	Region_1	823	77	74	3	0.09356014580801944	0.0899149453219927	0.0036452004860267314
27	120.0	0.5	10.0	0.5	5.0	0.75	0.001	0.1	2.0	5.0	Region_1	823	248	242	6	0.30133657351154314	0.29404617253948967	0.007290400972053463
24	60.0	0.25	10.0	0.5	5.0	0.75	0.001	0.1	2.0	5.0	Region_2	2825	540	538	2	0.1911504424778761	0.1904424778761062	7.079646017699115E-4
24	60.0	0.25	10.0	0.5	5.0	0.75	0.001	0.1	2.0	5.0	Region_3	2902	601	599	2	0.20709855272226052	0.2064093728463129	6.891798759476223E-4
24	60.0	0.25	10.0	0.5	5.0	0.75	0.001	0.1	2.0	5.0	Region_4	3063	673	673	0	0.2197192295135488	0.2197192295135488	0.0
29	120.0	0.75	10.0	0.5	5.0	0.75	0.001	0.1	2.0	5.0	Region_0	387	130	122	8	0.3359173126614987	0.3152454780361757	0.020671834625323
29	120.0	0.75	10.0	0.5	5.0	0.75	0.001	0.1	2.0	5.0	Region_1	823	477	470	7	0.5795868772782503	0.5710814094775213	0.00850546780072904
29	120.0	0.75	10.0	0.5	5.0	0.75	0.001	0.1	2.0	5.0	Region_2	2825	1948	1947	1	0.6895575221238938	0.6892035398230089	3.5398230088495576E-4
27	120.0	0.5	10.0	0.5	5.0	0.75	0.001	0.1	2.0	5.0	Region_2	2825	1255	1254	1	0.44424778761061945	0.4438938053097345	3.5398230088495576E-4
29	120.0	0.75	10.0	0.5	5.0	0.75	0.001	0.1	2.0	5.0	Region_3	2902	2009	2008	1	0.6922811853893867	0.6919365954514128	3.4458993797381116E-4
29	120.0	0.75	10.0	0.5	5.0	0.75	0.001	0.1	2.0	5.0	Region_4	3063	2191	2190	1	0.7153117858308847	0.7149853085210578	3.26477309826967E-4
27	120.0	0.5	10.0	0.5	5.0	0.75	0.001	0.1	2.0	5.0	Region_3	2902	1289	1288	1	0.4441764300482426	0.44383184011026877	3.4458993797381116E-4
27	120.0	0.5	10.0	0.5	5.0	0.75	0.001	0.1	2.0	5.0	Region_4	3063	1409	1408	1	0.46000652954619653	0.4596800522363696	3.26477309826967E-4
28	60.0	0.75	10.0	0.5	5.0	0.75	0.001	0.1	2.0	5.0	Region_0	387	165	158	7	0.4263565891472868	0.4082687338501292	0.01808785529715762
28	60.0	0.75	10.0	0.5	5.0	0.75	0.001	0.1	2.0	5.0	Region_1	823	501	498	3	0.6087484811664642	0.6051032806804374	0.0036452004860267314
28	60.0	0.75	10.0	0.5	5.0	0.75	0.001	0.1	2.0	5.0	Region_2	2825	1984	1984	0	0.7023008849557522	0.7023008849557522	0.0
28	60.0	0.75	10.0	0.5	5.0	0.75	0.001	0.1	2.0	5.0	Region_3	2902	2038	2037	1	0.7022742935906272	0.7019297036526534	3.4458993797381116E-4
28	60.0	0.75	10.0	0.5	5.0	0.75	0.001	0.1	2.0	5.0	Region_4	3063	2204	2204	0	0.7195559908586353	0.7195559908586353	0.0
30	60.0	0.25	15.0	0.5	5.0	0.75	0.001	0.1	2.0	5.0	Region_0	387	32	22	10	0.082687338501292	0.056847545219638244	0.025839793281653745
30	60.0	0.25	15.0	0.5	5.0	0.75	0.001	0.1	2.0	5.0	Region_1	823	104	94	10	0.12636695018226002	0.11421628189550426	0.012150668286755772
30	60.0	0.25	15.0	0.5	5.0	0.75	0.001	0.1	2.0	5.0	Region_2	2825	528	528	0	0.18690265486725663	0.18690265486725663	0.0
30	60.0	0.25	15.0	0.5	5.0	0.75	0.001	0.1	2.0	5.0	Region_3	2902	612	610	2	0.21088904203997244	0.2101998621640248	6.891798759476223E-4
30	60.0	0.25	15.0	0.5	5.0	0.75	0.001	0.1	2.0	5.0	Region_4	3063	676	676	0	0.22069866144302971	0.22069866144302971	0.0
31	120.0	0.25	15.0	0.5	5.0	0.75	0.001	0.1	2.0	5.0	Region_0	387	19	13	6	0.04909560723514212	0.03359173126614987	0.015503875968992248
31	120.0	0.25	15.0	0.5	5.0	0.75	0.001	0.1	2.0	5.0	Region_1	823	77	66	11	0.09356014580801944	0.08019441069258809	0.013365735115431349
31	120.0	0.25	15.0	0.5	5.0	0.75	0.001	0.1	2.0	5.0	Region_2	2825	519	515	4	0.18371681415929203	0.18230088495575222	0.001415929203539823
31	120.0	0.25	15.0	0.5	5.0	0.75	0.001	0.1	2.0	5.0	Region_3	2902	579	572	7	0.19951757408683665	0.19710544452102	0.002412129565816678
31	120.0	0.25	15.0	0.5	5.0	0.75	0.001	0.1	2.0	5.0	Region_4	3063	632	629	3	0.20633365981064317	0.20535422788116225	9.794319294809011E-4
32	60.0	0.5	15.0	0.5	5.0	0.75	0.001	0.1	2.0	5.0	Region_0	387	71	63	8	0.1834625322997416	0.16279069767441862	0.020671834625323
32	60.0	0.5	15.0	0.5	5.0	0.75	0.001	0.1	2.0	5.0	Region_1	823	266	265	1	0.32320777642770354	0.3219927095990279	0.001215066828675577
32	60.0	0.5	15.0	0.5	5.0	0.75	0.001	0.1	2.0	5.0	Region_2	2825	1285	1284	1	0.45486725663716815	0.4545132743362832	3.5398230088495576E-4
33	120.0	0.5	15.0	0.5	5.0	0.75	0.001	0.1	2.0	5.0	Region_0	387	44	38	6	0.11369509043927649	0.09819121447028424	0.015503875968992248
33	120.0	0.5	15.0	0.5	5.0	0.75	0.001	0.1	2.0	5.0	Region_1	823	257	253	4	0.31227217496962334	0.30741190765492105	0.004860267314702308
33	120.0	0.5	15.0	0.5	5.0	0.75	0.001	0.1	2.0	5.0	Region_2	2825	1259	1259	0	0.4456637168141593	0.4456637168141593	0.0
