scenario	maximum_symptom_onset_time	susceptible_population_proportion	antiviral_coverage_time	antiviral_success_rate	hospital_success_without_antiviral	hospital_success_with_antiviral	hospital_beds_per_person	antiviral_doses_per_person	hospital_stay_duration_min	hospital_stay_duration_max	region	pop_size	deaths	deaths_in_home	deaths_in_hospital	per_capita_deaths	per_capita_deaths_in_home	per_capita_deaths_in_hospital
603	120.0	0.5	10.0	0.5	5.0	0.75	0.001	0.2	5.0	10.0	Region_4	3063	1329	1328	1	0.4338883447600392	0.4335618674502122	3.26477309826967E-4
606	60.0	0.25	15.0	0.5	5.0	0.75	0.001	0.2	5.0	10.0	Region_0	387	40	37	3	0.10335917312661498	0.09560723514211886	0.007751937984496124
606	60.0	0.25	15.0	0.5	5.0	0.75	0.001	0.2	5.0	10.0	Region_1	823	95	93	2	0.11543134872417983	0.11300121506682867	0.002430133657351154
606	60.0	0.25	15.0	0.5	5.0	0.75	0.001	0.2	5.0	10.0	Region_2	2825	449	448	1	0.15893805309734513	0.15858407079646017	3.5398230088495576E-4
607	120.0	0.25	15.0	0.5	5.0	0.75	0.001	0.2	5.0	10.0	Region_0	387	36	31	5	0.09302325581395349	0.08010335917312661	0.012919896640826873
607	120.0	0.25	15.0	0.5	5.0	0.75	0.001	0.2	5.0	10.0	Region_1	823	89	81	8	0.10814094775212636	0.09842041312272175	0.009720534629404616
606	60.0	0.25	15.0	0.5	5.0	0.75	0.001	0.2	5.0	10.0	Region_3	2902	517	515	2	0.17815299793246037	0.17746381805651276	6.891798759476223E-4
607	120.0	0.25	15.0	0.5	5.0	0.75	0.001	0.2	5.0	10.0	Region_2	2825	428	426	2	0.15150442477876105	0.15079646017699114	7.079646017699115E-4
606	60.0	0.25	15.0	0.5	5.0	0.75	0.001	0.2	5.0	10.0	Region_4	3063	581	578	3	0.18968331700946783	0.18870388507998695	9.794319294809011E-4
607	120.0	0.25	15.0	0.5	5.0	0.75	0.001	0.2	5.0	10.0	Region_3	2902	498	496	2	0.17160578911095797	0.17091660923501034	6.891798759476223E-4
607	120.0	0.25	15.0	0.5	5.0	0.75	0.001	0.2	5.0	10.0	Region_4	3063	575	570	5	0.18772445315050604	0.1860920666013712	0.001632386549134835
604	60.0	0.75	10.0	0.5	5.0	0.75	0.001	0.2	5.0	10.0	Region_0	387	147	146	1	0.3798449612403101	0.3772609819121447	0.002583979328165375
604	60.0	0.75	10.0	0.5	5.0	0.75	0.001	0.2	5.0	10.0	Region_1	823	414	413	1	0.503037667071689	0.5018226002430134	0.001215066828675577
604	60.0	0.75	10.0	0.5	5.0	0.75	0.001	0.2	5.0	10.0	Region_2	2825	1885	1883	2	0.6672566371681415	0.6665486725663717	7.079646017699115E-4
605	120.0	0.75	10.0	0.5	5.0	0.75	0.001	0.2	5.0	10.0	Region_0	387	135	128	7	0.3488372093023256	0.330749354005168	0.01808785529715762
604	60.0	0.75	10.0	0.5	5.0	0.75	0.001	0.2	5.0	10.0	Region_3	2902	1966	1966	0	0.6774638180565128	0.6774638180565128	0.0
605	120.0	0.75	10.0	0.5	5.0	0.75	0.001	0.2	5.0	10.0	Region_1	823	420	415	5	0.5103280680437424	0.5042527339003645	0.006075334143377886
605	120.0	0.75	10.0	0.5	5.0	0.75	0.001	0.2	5.0	10.0	Region_2	2825	1883	1881	2	0.6665486725663717	0.6658407079646018	7.079646017699115E-4
604	60.0	0.75	10.0	0.5	5.0	0.75	0.001	0.2	5.0	10.0	Region_4	3063	2137	2137	0	0.6976820111002285	0.6976820111002285	0.0
608	60.0	0.5	15.0	0.5	5.0	0.75	0.001	0.2	5.0	10.0	Region_0	387	74	70	4	0.19121447028423771	0.18087855297157623	0.0103359173126615
608	60.0	0.5	15.0	0.5	5.0	0.75	0.001	0.2	5.0	10.0	Region_1	823	192	188	4	0.2332928311057108	0.2284325637910085	0.004860267314702308
605	120.0	0.75	10.0	0.5	5.0	0.75	0.001	0.2	5.0	10.0	Region_3	2902	1934	1932	2	0.6664369400413508	0.6657477601654032	6.891798759476223E-4
608	60.0	0.5	15.0	0.5	5.0	0.75	0.001	0.2	5.0	10.0	Region_2	2825	1187	1187	0	0.4201769911504425	0.4201769911504425	0.0
608	60.0	0.5	15.0	0.5	5.0	0.75	0.001	0.2	5.0	10.0	Region_3	2902	1236	1236	0	0.4259131633356306	0.4259131633356306	0.0
605	120.0	0.75	10.0	0.5	5.0	0.75	0.001	0.2	5.0	10.0	Region_4	3063	2120	2119	1	0.6921318968331701	0.6918054195233432	3.26477309826967E-4
608	60.0	0.5	15.0	0.5	5.0	0.75	0.001	0.2	5.0	10.0	Region_4	3063	1363	1363	0	0.44498857329415603	0.44498857329415603	0.0
609	120.0	0.5	15.0	0.5	5.0	0.75	0.001	0.2	5.0	10.0	Region_0	387	70	66	4	0.18087855297157623	0.17054263565891473	0.0103359173126615
609	120.0	0.5	15.0	0.5	5.0	0.75	0.001	0.2	5.0	10.0	Region_1	823	160	151	9	0.19441069258809235	0.18347509113001215	0.010935601458080195
609	120.0	0.5	15.0	0.5	5.0	0.75	0.001	0.2	5.0	10.0	Region_2	2825	1189	1189	0	0.4208849557522124	0.4208849557522124	0.0
609	120.0	0.5	15.0	0.5	5.0	0.75	0.001	0.2	5.0	10.0	Region_3	2902	1225	1222	3	0.4221226740179187	0.42108890420399725	0.0010337698139214334
609	120.0	0.5	15.0	0.5	5.0	0.75	0.001	0.2	5.0	10.0	Region_4	3063	1337	1335	2	0.4365001632386549	0.435847208619001	6.52954619653934E-4
610	60.0	0.75	15.0	0.5	5.0	0.75	0.001	0.2	5.0	10.0	Region_0	387	141	137	4	0.3643410852713178	0.35400516795865633	0.0103359173126615
610	60.0	0.75	15.0	0.5	5.0	0.75	0.001	0.2	5.0	10.0	Region_1	823	437	434	3	0.5309842041312273	0.5273390036452005	0.0036452004860267314
610	60.0	0.75	15.0	0.5	5.0	0.75	0.001	0.2	5.0	10.0	Region_2	2825	1898	1898	0	0.6718584070796461	0.6718584070796461	0.0
610	60.0	0.75	15.0	0.5	5.0	0.75	0.001	0.2	5.0	10.0	Region_3	2902	1952	1952	0	0.6726395589248794	0.6726395589248794	0.0
610	60.0	0.75	15.0	0.5	5.0	0.75	0.001	0.2	5.0	10.0	Region_4	3063	2131	2130	1	0.6957231472412667	0.6953966699314398	3.26477309826967E-4
612	60.0	0.25	10.0	0.8	5.0	0.75	0.001	0.2	5.0	10.0	Region_0	387	10	7	3	0.025839793281653745	0.01808785529715762	0.007751937984496124
612	60.0	0.25	10.0	0.8	5.0	0.75	0.001	0.2	5.0	10.0	Region_1	823	22	18	4	0.026731470230862697	0.02187120291616039	0.004860267314702308
612	60.0	0.25	10.0	0.8	5.0	0.75	0.001	0.2	5.0	10.0	Region_2	2825	318	317	1	0.11256637168141594	0.11221238938053098	3.5398230088495576E-4
612	60.0	0.25	10.0	0.8	5.0	0.75	0.001	0.2	5.0	10.0	Region_3	2902	395	393	2	0.1361130254996554	0.1354238456237078	6.891798759476223E-4
613	120.0	0.25	10.0	0.8	5.0	0.75	0.001	0.2	5.0	10.0	Region_0	387	6	3	3	0.015503875968992248	0.007751937984496124	0.007751937984496124
611	120.0	0.75	15.0	0.5	5.0	0.75	0.001	0.2	5.0	10.0	Region_0	387	131	124	7	0.3385012919896641	0.32041343669250644	0.01808785529715762
611	120.0	0.75	15.0	0.5	5.0	0.75	0.001	0.2	5.0	10.0	Region_1	823	420	414	6	0.5103280680437424	0.503037667071689	0.007290400972053463
613	120.0	0.25	10.0	0.8	5.0	0.75	0.001	0.2	5.0	10.0	Region_1	823	26	20	6	0.031591737545565005	0.024301336573511544	0.007290400972053463
612	60.0	0.25	10.0	0.8	5.0	0.75	0.001	0.2	5.0	10.0	Region_4	3063	461	459	2	0.1505060398302318	0.14985308521057786	6.52954619653934E-4
613	120.0	0.25	10.0	0.8	5.0	0.75	0.001	0.2	5.0	10.0	Region_2	2825	306	301	5	0.10831858407079646	0.10654867256637168	0.0017699115044247787
611	120.0	0.75	15.0	0.5	5.0	0.75	0.001	0.2	5.0	10.0	Region_2	2825	1867	1865	2	0.6608849557522124	0.6601769911504425	7.079646017699115E-4
613	120.0	0.25	10.0	0.8	5.0	0.75	0.001	0.2	5.0	10.0	Region_3	2902	393	390	3	0.1354238456237078	0.13439007580978635	0.0010337698139214334
611	120.0	0.75	15.0	0.5	5.0	0.75	0.001	0.2	5.0	10.0	Region_3	2902	1933	1930	3	0.666092350103377	0.6650585802894555	0.0010337698139214334
611	120.0	0.75	15.0	0.5	5.0	0.75	0.001	0.2	5.0	10.0	Region_4	3063	2148	2147	1	0.7012732615083251	0.7009467841984982	3.26477309826967E-4
613	120.0	0.25	10.0	0.8	5.0	0.75	0.001	0.2	5.0	10.0	Region_4	3063	428	425	3	0.1397322886059419	0.13875285667646098	9.794319294809011E-4
614	60.0	0.5	10.0	0.8	5.0	0.75	0.001	0.2	5.0	10.0	Region_0	387	23	19	4	0.059431524547803614	0.04909560723514212	0.0103359173126615
614	60.0	0.5	10.0	0.8	5.0	0.75	0.001	0.2	5.0	10.0	Region_1	823	64	61	3	0.07776427703523693	0.07411907654921021	0.0036452004860267314
614	60.0	0.5	10.0	0.8	5.0	0.75	0.001	0.2	5.0	10.0	Region_2	2825	1080	1080	0	0.3823008849557522	0.3823008849557522	0.0
614	60.0	0.5	10.0	0.8	5.0	0.75	0.001	0.2	5.0	10.0	Region_3	2902	1112	1112	0	0.383184011026878	0.383184011026878	0.0
614	60.0	0.5	10.0	0.8	5.0	0.75	0.001	0.2	5.0	10.0	Region_4	3063	1240	1240	0	0.4048318641854391	0.4048318641854391	0.0
615	120.0	0.5	10.0	0.8	5.0	0.75	0.001	0.2	5.0	10.0	Region_0	387	20	16	4	0.05167958656330749	0.041343669250646	0.0103359173126615
615	120.0	0.5	10.0	0.8	5.0	0.75	0.001	0.2	5.0	10.0	Region_1	823	67	62	5	0.08140947752126367	0.07533414337788578	0.006075334143377886
615	120.0	0.5	10.0	0.8	5.0	0.75	0.001	0.2	5.0	10.0	Region_2	2825	1064	1061	3	0.3766371681415929	0.37557522123893805	0.0010619469026548673
615	120.0	0.5	10.0	0.8	5.0	0.75	0.001	0.2	5.0	10.0	Region_3	2902	1101	1101	0	0.37939352170916607	0.37939352170916607	0.0
615	120.0	0.5	10.0	0.8	5.0	0.75	0.001	0.2	5.0	10.0	Region_4	3063	1212	1209	3	0.395690499510284	0.39471106758080315	9.794319294809011E-4
618	60.0	0.25	15.0	0.8	5.0	0.75	0.001	0.2	5.0	10.0	Region_0	387	8	4	4	0.020671834625323	0.0103359173126615	0.0103359173126615
618	60.0	0.25	15.0	0.8	5.0	0.75	0.001	0.2	5.0	10.0	Region_1	823	25	23	2	0.030376670716889428	0.027946537059538274	0.002430133657351154
618	60.0	0.25	15.0	0.8	5.0	0.75	0.001	0.2	5.0	10.0	Region_2	2825	317	316	1	0.11221238938053098	0.11185840707964602	3.5398230088495576E-4
618	60.0	0.25	15.0	0.8	5.0	0.75	0.001	0.2	5.0	10.0	Region_3	2902	400	398	2	0.13783597518952448	0.13714679531357685	6.891798759476223E-4
618	60.0	0.25	15.0	0.8	5.0	0.75	0.001	0.2	5.0	10.0	Region_4	3063	462	461	1	0.15083251714005877	0.1505060398302318	3.26477309826967E-4
616	60.0	0.75	10.0	0.8	5.0	0.75	0.001	0.2	5.0	10.0	Region_0	387	48	46	2	0.12403100775193798	0.11886304909560723	0.00516795865633075
616	60.0	0.75	10.0	0.8	5.0	0.75	0.001	0.2	5.0	10.0	Region_1	823	293	290	3	0.3560145808019441	0.35236938031591736	0.0036452004860267314
617	120.0	0.75	10.0	0.8	5.0	0.75	0.001	0.2	5.0	10.0	Region_0	387	50	41	9	0.12919896640826872	0.10594315245478036	0.023255813953488372
616	60.0	0.75	10.0	0.8	5.0	0.75	0.001	0.2	5.0	10.0	Region_2	2825	1783	1782	1	0.6311504424778761	0.6307964601769912	3.5398230088495576E-4
617	120.0	0.75	10.0	0.8	5.0	0.75	0.001	0.2	5.0	10.0	Region_1	823	277	269	8	0.33657351154313486	0.3268529769137303	0.009720534629404616
617	120.0	0.75	10.0	0.8	5.0	0.75	0.001	0.2	5.0	10.0	Region_2	2825	1766	1764	2	0.6251327433628319	0.624424778761062	7.079646017699115E-4
617	120.0	0.75	10.0	0.8	5.0	0.75	0.001	0.2	5.0	10.0	Region_3	2902	1822	1821	1	0.627842866988284	0.6274982770503101	3.4458993797381116E-4
616	60.0	0.75	10.0	0.8	5.0	0.75	0.001	0.2	5.0	10.0	Region_3	2902	1843	1842	1	0.635079255685734	0.6347346657477602	3.4458993797381116E-4
619	120.0	0.25	15.0	0.8	5.0	0.75	0.001	0.2	5.0	10.0	Region_0	387	5	4	1	0.012919896640826873	0.0103359173126615	0.002583979328165375
619	120.0	0.25	15.0	0.8	5.0	0.75	0.001	0.2	5.0	10.0	Region_1	823	32	28	4	0.038882138517618466	0.03402187120291616	0.004860267314702308
617	120.0	0.75	10.0	0.8	5.0	0.75	0.001	0.2	5.0	10.0	Region_4	3063	2009	2009	0	0.6558929154423767	0.6558929154423767	0.0
619	120.0	0.25	15.0	0.8	5.0	0.75	0.001	0.2	5.0	10.0	Region_2	2825	306	298	8	0.10831858407079646	0.10548672566371682	0.002831858407079646
616	60.0	0.75	10.0	0.8	5.0	0.75	0.001	0.2	5.0	10.0	Region_4	3063	2014	2014	0	0.6575253019915116	0.6575253019915116	0.0
619	120.0	0.25	15.0	0.8	5.0	0.75	0.001	0.2	5.0	10.0	Region_3	2902	392	389	3	0.13507925568573398	0.13404548587181253	0.0010337698139214334
619	120.0	0.25	15.0	0.8	5.0	0.75	0.001	0.2	5.0	10.0	Region_4	3063	431	427	4	0.1407117205354228	0.13940581129611493	0.001305909239307868
620	60.0	0.5	15.0	0.8	5.0	0.75	0.001	0.2	5.0	10.0	Region_0	387	24	21	3	0.06201550387596899	0.05426356589147287	0.007751937984496124
620	60.0	0.5	15.0	0.8	5.0	0.75	0.001	0.2	5.0	10.0	Region_1	823	70	68	2	0.0850546780072904	0.08262454434993925	0.002430133657351154
620	60.0	0.5	15.0	0.8	5.0	0.75	0.001	0.2	5.0	10.0	Region_2	2825	1081	1081	0	0.38265486725663717	0.38265486725663717	0.0
620	60.0	0.5	15.0	0.8	5.0	0.75	0.001	0.2	5.0	10.0	Region_3	2902	1110	1110	0	0.3824948311509304	0.3824948311509304	0.0
620	60.0	0.5	15.0	0.8	5.0	0.75	0.001	0.2	5.0	10.0	Region_4	3063	1241	1241	0	0.4051583414952661	0.4051583414952661	0.0
621	120.0	0.5	15.0	0.8	5.0	0.75	0.001	0.2	5.0	10.0	Region_0	387	26	24	2	0.06718346253229975	0.06201550387596899	0.00516795865633075
621	120.0	0.5	15.0	0.8	5.0	0.75	0.001	0.2	5.0	10.0	Region_1	823	63	56	7	0.07654921020656136	0.06804374240583232	0.00850546780072904
621	120.0	0.5	15.0	0.8	5.0	0.75	0.001	0.2	5.0	10.0	Region_2	2825	1063	1060	3	0.37628318584070797	0.3752212389380531	0.0010619469026548673
621	120.0	0.5	15.0	0.8	5.0	0.75	0.001	0.2	5.0	10.0	Region_3	2902	1105	1105	0	0.38077188146106133	0.38077188146106133	0.0
621	120.0	0.5	15.0	0.8	5.0	0.75	0.001	0.2	5.0	10.0	Region_4	3063	1216	1214	2	0.3969964087495919	0.396343454129938	6.52954619653934E-4
624	60.0	0.25	10.0	0.5	0.3	0.5	0.003	0.2	5.0	10.0	Region_0	387	38	16	22	0.09819121447028424	0.041343669250646	0.056847545219638244
624	60.0	0.25	10.0	0.5	0.3	0.5	0.003	0.2	5.0	10.0	Region_1	823	70	53	17	0.0850546780072904	0.06439854191980558	0.020656136087484813
624	60.0	0.25	10.0	0.5	0.3	0.5	0.003	0.2	5.0	10.0	Region_2	2825	424	404	20	0.15008849557522125	0.14300884955752213	0.007079646017699115
624	60.0	0.25	10.0	0.5	0.3	0.5	0.003	0.2	5.0	10.0	Region_3	2902	522	500	22	0.17987594762232942	0.17229496898690558	0.007580978635423846
624	60.0	0.25	10.0	0.5	0.3	0.5	0.003	0.2	5.0	10.0	Region_4	3063	579	556	23	0.1890303623898139	0.18152138426379366	0.0075089781260202415
622	60.0	0.75	15.0	0.8	5.0	0.75	0.001	0.2	5.0	10.0	Region_0	387	49	46	3	0.12661498708010335	0.11886304909560723	0.007751937984496124
622	60.0	0.75	15.0	0.8	5.0	0.75	0.001	0.2	5.0	10.0	Region_1	823	292	292	0	0.35479951397326853	0.35479951397326853	0.0
623	120.0	0.75	15.0	0.8	5.0	0.75	0.001	0.2	5.0	10.0	Region_0	387	50	41	9	0.12919896640826872	0.10594315245478036	0.023255813953488372
622	60.0	0.75	15.0	0.8	5.0	0.75	0.001	0.2	5.0	10.0	Region_2	2825	1776	1776	0	0.6286725663716815	0.6286725663716815	0.0
623	120.0	0.75	15.0	0.8	5.0	0.75	0.001	0.2	5.0	10.0	Region_1	823	271	269	2	0.3292831105710814	0.3268529769137303	0.002430133657351154
622	60.0	0.75	15.0	0.8	5.0	0.75	0.001	0.2	5.0	10.0	Region_3	2902	1835	1835	0	0.6323225361819435	0.6323225361819435	0.0
623	120.0	0.75	15.0	0.8	5.0	0.75	0.001	0.2	5.0	10.0	Region_2	2825	1767	1766	1	0.6254867256637168	0.6251327433628319	3.5398230088495576E-4
623	120.0	0.75	15.0	0.8	5.0	0.75	0.001	0.2	5.0	10.0	Region_3	2902	1824	1822	2	0.6285320468642316	0.627842866988284	6.891798759476223E-4
622	60.0	0.75	15.0	0.8	5.0	0.75	0.001	0.2	5.0	10.0	Region_4	3063	2025	2024	1	0.6611165523996082	0.6607900750897813	3.26477309826967E-4
623	120.0	0.75	15.0	0.8	5.0	0.75	0.001	0.2	5.0	10.0	Region_4	3063	2005	2005	0	0.6545870062030689	0.6545870062030689	0.0
625	120.0	0.25	10.0	0.5	0.3	0.5	0.003	0.2	5.0	10.0	Region_0	387	33	2	31	0.08527131782945736	0.00516795865633075	0.08010335917312661
625	120.0	0.25	10.0	0.5	0.3	0.5	0.003	0.2	5.0	10.0	Region_1	823	89	46	43	0.10814094775212636	0.05589307411907655	0.05224787363304982
625	120.0	0.25	10.0	0.5	0.3	0.5	0.003	0.2	5.0	10.0	Region_2	2825	434	383	51	0.1536283185840708	0.13557522123893806	0.018053097345132742
625	120.0	0.25	10.0	0.5	0.3	0.5	0.003	0.2	5.0	10.0	Region_3	2902	479	434	45	0.16505858028945555	0.14955203308063406	0.015506547208821502
625	120.0	0.25	10.0	0.5	0.3	0.5	0.003	0.2	5.0	10.0	Region_4	3063	543	493	50	0.1772771792360431	0.16095331374469474	0.01632386549134835
627	120.0	0.5	10.0	0.5	0.3	0.5	0.003	0.2	5.0	10.0	Region_0	387	57	24	33	0.14728682170542637	0.06201550387596899	0.08527131782945736
627	120.0	0.5	10.0	0.5	0.3	0.5	0.003	0.2	5.0	10.0	Region_1	823	162	120	42	0.1968408262454435	0.14580801944106925	0.05103280680437424
627	120.0	0.5	10.0	0.5	0.3	0.5	0.003	0.2	5.0	10.0	Region_2	2825	1187	1131	56	0.4201769911504425	0.400353982300885	0.01982300884955752
626	60.0	0.5	10.0	0.5	0.3	0.5	0.003	0.2	5.0	10.0	Region_0	387	69	44	25	0.17829457364341086	0.11369509043927649	0.06459948320413436
626	60.0	0.5	10.0	0.5	0.3	0.5	0.003	0.2	5.0	10.0	Region_1	823	165	137	28	0.20048602673147023	0.16646415552855406	0.03402187120291616
627	120.0	0.5	10.0	0.5	0.3	0.5	0.003	0.2	5.0	10.0	Region_3	2902	1221	1163	58	0.42074431426602343	0.4007580978635424	0.019986216402481046
626	60.0	0.5	10.0	0.5	0.3	0.5	0.003	0.2	5.0	10.0	Region_2	2825	1191	1164	27	0.4215929203539823	0.4120353982300885	0.009557522123893806
627	120.0	0.5	10.0	0.5	0.3	0.5	0.003	0.2	5.0	10.0	Region_4	3063	1318	1253	65	0.4302970943519425	0.4090760692131897	0.021221025138752857
626	60.0	0.5	10.0	0.5	0.3	0.5	0.003	0.2	5.0	10.0	Region_3	2902	1255	1224	31	0.432460372157133	0.4217780840799449	0.010682288077188146
626	60.0	0.5	10.0	0.5	0.3	0.5	0.003	0.2	5.0	10.0	Region_4	3063	1341	1315	26	0.43780607247796277	0.42931766242246167	0.008488410055501142
628	60.0	0.75	10.0	0.5	0.3	0.5	0.003	0.2	5.0	10.0	Region_0	387	132	102	30	0.34108527131782945	0.26356589147286824	0.07751937984496124
628	60.0	0.75	10.0	0.5	0.3	0.5	0.003	0.2	5.0	10.0	Region_1	823	414	392	22	0.503037667071689	0.47630619684082626	0.026731470230862697
628	60.0	0.75	10.0	0.5	0.3	0.5	0.003	0.2	5.0	10.0	Region_2	2825	1902	1868	34	0.6732743362831859	0.6612389380530973	0.012035398230088496
628	60.0	0.75	10.0	0.5	0.3	0.5	0.003	0.2	5.0	10.0	Region_3	2902	1962	1931	31	0.6760854583046175	0.6654031702274293	0.010682288077188146
628	60.0	0.75	10.0	0.5	0.3	0.5	0.003	0.2	5.0	10.0	Region_4	3063	2129	2100	29	0.6950701926216128	0.6856023506366308	0.009467841984982043
630	60.0	0.25	15.0	0.5	0.3	0.5	0.003	0.2	5.0	10.0	Region_0	387	37	19	18	0.09560723514211886	0.04909560723514212	0.046511627906976744
630	60.0	0.25	15.0	0.5	0.3	0.5	0.003	0.2	5.0	10.0	Region_1	823	78	54	24	0.09477521263669501	0.06561360874848117	0.02916160388821385
630	60.0	0.25	15.0	0.5	0.3	0.5	0.003	0.2	5.0	10.0	Region_2	2825	435	414	21	0.15398230088495576	0.1465486725663717	0.007433628318584071
630	60.0	0.25	15.0	0.5	0.3	0.5	0.003	0.2	5.0	10.0	Region_3	2902	515	498	17	0.17746381805651276	0.17160578911095797	0.00585802894555479
630	60.0	0.25	15.0	0.5	0.3	0.5	0.003	0.2	5.0	10.0	Region_4	3063	578	555	23	0.18870388507998695	0.1811949069539667	0.0075089781260202415
629	120.0	0.75	10.0	0.5	0.3	0.5	0.003	0.2	5.0	10.0	Region_0	387	112	64	48	0.28940568475452194	0.165374677002584	0.12403100775193798
629	120.0	0.75	10.0	0.5	0.3	0.5	0.003	0.2	5.0	10.0	Region_1	823	390	343	47	0.4738760631834751	0.41676792223572295	0.05710814094775213
629	120.0	0.75	10.0	0.5	0.3	0.5	0.003	0.2	5.0	10.0	Region_2	2825	1875	1817	58	0.6637168141592921	0.6431858407079646	0.020530973451327435
631	120.0	0.25	15.0	0.5	0.3	0.5	0.003	0.2	5.0	10.0	Region_0	387	26	1	25	0.06718346253229975	0.002583979328165375	0.06459948320413436
631	120.0	0.25	15.0	0.5	0.3	0.5	0.003	0.2	5.0	10.0	Region_1	823	88	44	44	0.10692588092345079	0.053462940461725394	0.053462940461725394
629	120.0	0.75	10.0	0.5	0.3	0.5	0.003	0.2	5.0	10.0	Region_3	2902	1944	1880	64	0.669882839421089	0.647829083390765	0.022053756030323914
631	120.0	0.25	15.0	0.5	0.3	0.5	0.003	0.2	5.0	10.0	Region_2	2825	436	381	55	0.1543362831858407	0.13486725663716814	0.019469026548672566
629	120.0	0.75	10.0	0.5	0.3	0.5	0.003	0.2	5.0	10.0	Region_4	3063	2124	2063	61	0.693437806072478	0.673522690173033	0.019915115899444988
631	120.0	0.25	15.0	0.5	0.3	0.5	0.003	0.2	5.0	10.0	Region_3	2902	493	446	47	0.1698828394210889	0.1536871123363198	0.016195727084769126
631	120.0	0.25	15.0	0.5	0.3	0.5	0.003	0.2	5.0	10.0	Region_4	3063	548	494	54	0.17890956578517794	0.1612797910545217	0.01762977473065622
632	60.0	0.5	15.0	0.5	0.3	0.5	0.003	0.2	5.0	10.0	Region_0	387	65	45	20	0.16795865633074936	0.11627906976744186	0.05167958656330749
632	60.0	0.5	15.0	0.5	0.3	0.5	0.003	0.2	5.0	10.0	Region_1	823	176	149	27	0.21385176184690158	0.181044957472661	0.032806804374240585
632	60.0	0.5	15.0	0.5	0.3	0.5	0.003	0.2	5.0	10.0	Region_2	2825	1203	1176	27	0.4258407079646018	0.41628318584070795	0.009557522123893806
632	60.0	0.5	15.0	0.5	0.3	0.5	0.003	0.2	5.0	10.0	Region_3	2902	1238	1216	22	0.4266023432115782	0.41902136457615435	0.007580978635423846
632	60.0	0.5	15.0	0.5	0.3	0.5	0.003	0.2	5.0	10.0	Region_4	3063	1344	1316	28	0.4387855044074437	0.4296441397322886	0.009141364675155077
633	120.0	0.5	15.0	0.5	0.3	0.5	0.003	0.2	5.0	10.0	Region_0	387	58	25	33	0.14987080103359174	0.06459948320413436	0.08527131782945736
633	120.0	0.5	15.0	0.5	0.3	0.5	0.003	0.2	5.0	10.0	Region_1	823	160	111	49	0.19441069258809235	0.13487241798298907	0.05953827460510328
633	120.0	0.5	15.0	0.5	0.3	0.5	0.003	0.2	5.0	10.0	Region_2	2825	1180	1131	49	0.4176991150442478	0.400353982300885	0.017345132743362832
633	120.0	0.5	15.0	0.5	0.3	0.5	0.003	0.2	5.0	10.0	Region_3	2902	1223	1169	54	0.42143349414197107	0.4028256374913852	0.018607856650585803
633	120.0	0.5	15.0	0.5	0.3	0.5	0.003	0.2	5.0	10.0	Region_4	3063	1325	1254	71	0.43258243552073133	0.40940254652301666	0.02317988899771466
634	60.0	0.75	15.0	0.5	0.3	0.5	0.003	0.2	5.0	10.0	Region_0	387	123	97	26	0.3178294573643411	0.25064599483204136	0.06718346253229975
634	60.0	0.75	15.0	0.5	0.3	0.5	0.003	0.2	5.0	10.0	Region_1	823	426	399	27	0.5176184690157959	0.4848116646415553	0.032806804374240585
636	60.0	0.25	10.0	0.8	0.3	0.5	0.003	0.2	5.0	10.0	Region_0	387	9	0	9	0.023255813953488372	0.0	0.023255813953488372
636	60.0	0.25	10.0	0.8	0.3	0.5	0.003	0.2	5.0	10.0	Region_1	823	29	11	18	0.03523693803159174	0.013365735115431349	0.02187120291616039
634	60.0	0.75	15.0	0.5	0.3	0.5	0.003	0.2	5.0	10.0	Region_2	2825	1903	1874	29	0.6736283185840708	0.663362831858407	0.010265486725663717
636	60.0	0.25	10.0	0.8	0.3	0.5	0.003	0.2	5.0	10.0	Region_2	2825	310	286	24	0.10973451327433628	0.10123893805309735	0.008495575221238939
634	60.0	0.75	15.0	0.5	0.3	0.5	0.003	0.2	5.0	10.0	Region_3	2902	1952	1924	28	0.6726395589248794	0.6629910406616126	0.009648518263266712
636	60.0	0.25	10.0	0.8	0.3	0.5	0.003	0.2	5.0	10.0	Region_3	2902	399	373	26	0.13749138525155066	0.12853204686423156	0.00895933838731909
634	60.0	0.75	15.0	0.5	0.3	0.5	0.003	0.2	5.0	10.0	Region_4	3063	2137	2108	29	0.6976820111002285	0.6882141691152465	0.009467841984982043
636	60.0	0.25	10.0	0.8	0.3	0.5	0.003	0.2	5.0	10.0	Region_4	3063	450	426	24	0.14691478942213515	0.13907933398628794	0.007835455435847209
635	120.0	0.75	15.0	0.5	0.3	0.5	0.003	0.2	5.0	10.0	Region_0	387	108	65	43	0.27906976744186046	0.16795865633074936	0.1111111111111111
635	120.0	0.75	15.0	0.5	0.3	0.5	0.003	0.2	5.0	10.0	Region_1	823	402	352	50	0.488456865127582	0.42770352369380316	0.060753341433778855
635	120.0	0.75	15.0	0.5	0.3	0.5	0.003	0.2	5.0	10.0	Region_2	2825	1877	1817	60	0.664424778761062	0.6431858407079646	0.021238938053097345
635	120.0	0.75	15.0	0.5	0.3	0.5	0.003	0.2	5.0	10.0	Region_3	2902	1940	1885	55	0.6685044796691937	0.649552033080634	0.018952446588559616
635	120.0	0.75	15.0	0.5	0.3	0.5	0.003	0.2	5.0	10.0	Region_4	3063	2125	2064	61	0.6937642833823049	0.67384916748286	0.019915115899444988
