scenario	maximum_symptom_onset_time	susceptible_population_proportion	antiviral_coverage_time	antiviral_success_rate	hospital_success_without_antiviral	hospital_success_with_antiviral	hospital_beds_per_person	antiviral_doses_per_person	hospital_stay_duration_min	hospital_stay_duration_max
466	60.0	0.75	15.0	0.5	5.0	0.75	0.001	0.1	5.0	10.0
467	120.0	0.75	15.0	0.5	5.0	0.75	0.001	0.1	5.0	10.0
468	60.0	0.25	10.0	0.8	5.0	0.75	0.001	0.1	5.0	10.0
469	120.0	0.25	10.0	0.8	5.0	0.75	0.001	0.1	5.0	10.0
470	60.0	0.5	10.0	0.8	5.0	0.75	0.001	0.1	5.0	10.0
471	120.0	0.5	10.0	0.8	5.0	0.75	0.001	0.1	5.0	10.0
472	60.0	0.75	10.0	0.8	5.0	0.75	0.001	0.1	5.0	10.0
473	120.0	0.75	10.0	0.8	5.0	0.75	0.001	0.1	5.0	10.0
474	60.0	0.25	15.0	0.8	5.0	0.75	0.001	0.1	5.0	10.0
475	120.0	0.25	15.0	0.8	5.0	0.75	0.001	0.1	5.0	10.0
476	60.0	0.5	15.0	0.8	5.0	0.75	0.001	0.1	5.0	10.0
477	120.0	0.5	15.0	0.8	5.0	0.75	0.001	0.1	5.0	10.0
478	60.0	0.75	15.0	0.8	5.0	0.75	0.001	0.1	5.0	10.0
479	120.0	0.75	15.0	0.8	5.0	0.75	0.001	0.1	5.0	10.0
480	60.0	0.25	10.0	0.5	0.3	0.5	0.003	0.1	5.0	10.0
481	120.0	0.25	10.0	0.5	0.3	0.5	0.003	0.1	5.0	10.0
482	60.0	0.5	10.0	0.5	0.3	0.5	0.003	0.1	5.0	10.0
483	120.0	0.5	10.0	0.5	0.3	0.5	0.003	0.1	5.0	10.0
484	60.0	0.75	10.0	0.5	0.3	0.5	0.003	0.1	5.0	10.0
485	120.0	0.75	10.0	0.5	0.3	0.5	0.003	0.1	5.0	10.0
486	60.0	0.25	15.0	0.5	0.3	0.5	0.003	0.1	5.0	10.0
487	120.0	0.25	15.0	0.5	0.3	0.5	0.003	0.1	5.0	10.0
488	60.0	0.5	15.0	0.5	0.3	0.5	0.003	0.1	5.0	10.0
489	120.0	0.5	15.0	0.5	0.3	0.5	0.003	0.1	5.0	10.0
490	60.0	0.75	15.0	0.5	0.3	0.5	0.003	0.1	5.0	10.0
491	120.0	0.75	15.0	0.5	0.3	0.5	0.003	0.1	5.0	10.0
492	60.0	0.25	10.0	0.8	0.3	0.5	0.003	0.1	5.0	10.0
493	120.0	0.25	10.0	0.8	0.3	0.5	0.003	0.1	5.0	10.0
494	60.0	0.5	10.0	0.8	0.3	0.5	0.003	0.1	5.0	10.0
495	120.0	0.5	10.0	0.8	0.3	0.5	0.003	0.1	5.0	10.0
496	60.0	0.75	10.0	0.8	0.3	0.5	0.003	0.1	5.0	10.0
497	120.0	0.75	10.0	0.8	0.3	0.5	0.003	0.1	5.0	10.0
498	60.0	0.25	15.0	0.8	0.3	0.5	0.003	0.1	5.0	10.0
499	120.0	0.25	15.0	0.8	0.3	0.5	0.003	0.1	5.0	10.0
500	60.0	0.5	15.0	0.8	0.3	0.5	0.003	0.1	5.0	10.0
501	120.0	0.5	15.0	0.8	0.3	0.5	0.003	0.1	5.0	10.0
502	60.0	0.75	15.0	0.8	0.3	0.5	0.003	0.1	5.0	10.0
503	120.0	0.75	15.0	0.8	0.3	0.5	0.003	0.1	5.0	10.0
504	60.0	0.25	10.0	0.5	5.0	0.75	0.003	0.1	5.0	10.0
505	120.0	0.25	10.0	0.5	5.0	0.75	0.003	0.1	5.0	10.0
506	60.0	0.5	10.0	0.5	5.0	0.75	0.003	0.1	5.0	10.0
507	120.0	0.5	10.0	0.5	5.0	0.75	0.003	0.1	5.0	10.0
508	60.0	0.75	10.0	0.5	5.0	0.75	0.003	0.1	5.0	10.0
509	120.0	0.75	10.0	0.5	5.0	0.75	0.003	0.1	5.0	10.0
510	60.0	0.25	15.0	0.5	5.0	0.75	0.003	0.1	5.0	10.0
511	120.0	0.25	15.0	0.5	5.0	0.75	0.003	0.1	5.0	10.0
512	60.0	0.5	15.0	0.5	5.0	0.75	0.003	0.1	5.0	10.0
513	120.0	0.5	15.0	0.5	5.0	0.75	0.003	0.1	5.0	10.0
514	60.0	0.75	15.0	0.5	5.0	0.75	0.003	0.1	5.0	10.0
515	120.0	0.75	15.0	0.5	5.0	0.75	0.003	0.1	5.0	10.0
516	60.0	0.25	10.0	0.8	5.0	0.75	0.003	0.1	5.0	10.0
517	120.0	0.25	10.0	0.8	5.0	0.75	0.003	0.1	5.0	10.0
518	60.0	0.5	10.0	0.8	5.0	0.75	0.003	0.1	5.0	10.0
519	120.0	0.5	10.0	0.8	5.0	0.75	0.003	0.1	5.0	10.0
520	60.0	0.75	10.0	0.8	5.0	0.75	0.003	0.1	5.0	10.0
521	120.0	0.75	10.0	0.8	5.0	0.75	0.003	0.1	5.0	10.0
522	60.0	0.25	15.0	0.8	5.0	0.75	0.003	0.1	5.0	10.0
523	120.0	0.25	15.0	0.8	5.0	0.75	0.003	0.1	5.0	10.0
524	60.0	0.5	15.0	0.8	5.0	0.75	0.003	0.1	5.0	10.0
525	120.0	0.5	15.0	0.8	5.0	0.75	0.003	0.1	5.0	10.0
526	60.0	0.75	15.0	0.8	5.0	0.75	0.003	0.1	5.0	10.0
527	120.0	0.75	15.0	0.8	5.0	0.75	0.003	0.1	5.0	10.0
528	60.0	0.25	10.0	0.5	0.3	0.5	0.005	0.1	5.0	10.0
529	120.0	0.25	10.0	0.5	0.3	0.5	0.005	0.1	5.0	10.0
530	60.0	0.5	10.0	0.5	0.3	0.5	0.005	0.1	5.0	10.0
531	120.0	0.5	10.0	0.5	0.3	0.5	0.005	0.1	5.0	10.0
532	60.0	0.75	10.0	0.5	0.3	0.5	0.005	0.1	5.0	10.0
533	120.0	0.75	10.0	0.5	0.3	0.5	0.005	0.1	5.0	10.0
534	60.0	0.25	15.0	0.5	0.3	0.5	0.005	0.1	5.0	10.0
535	120.0	0.25	15.0	0.5	0.3	0.5	0.005	0.1	5.0	10.0
536	60.0	0.5	15.0	0.5	0.3	0.5	0.005	0.1	5.0	10.0
537	120.0	0.5	15.0	0.5	0.3	0.5	0.005	0.1	5.0	10.0
538	60.0	0.75	15.0	0.5	0.3	0.5	0.005	0.1	5.0	10.0
539	120.0	0.75	15.0	0.5	0.3	0.5	0.005	0.1	5.0	10.0
540	60.0	0.25	10.0	0.8	0.3	0.5	0.005	0.1	5.0	10.0
541	120.0	0.25	10.0	0.8	0.3	0.5	0.005	0.1	5.0	10.0
542	60.0	0.5	10.0	0.8	0.3	0.5	0.005	0.1	5.0	10.0
543	120.0	0.5	10.0	0.8	0.3	0.5	0.005	0.1	5.0	10.0
544	60.0	0.75	10.0	0.8	0.3	0.5	0.005	0.1	5.0	10.0
545	120.0	0.75	10.0	0.8	0.3	0.5	0.005	0.1	5.0	10.0
546	60.0	0.25	15.0	0.8	0.3	0.5	0.005	0.1	5.0	10.0
547	120.0	0.25	15.0	0.8	0.3	0.5	0.005	0.1	5.0	10.0
548	60.0	0.5	15.0	0.8	0.3	0.5	0.005	0.1	5.0	10.0
549	120.0	0.5	15.0	0.8	0.3	0.5	0.005	0.1	5.0	10.0
550	60.0	0.75	15.0	0.8	0.3	0.5	0.005	0.1	5.0	10.0
551	120.0	0.75	15.0	0.8	0.3	0.5	0.005	0.1	5.0	10.0
552	60.0	0.25	10.0	0.5	5.0	0.75	0.005	0.1	5.0	10.0
553	120.0	0.25	10.0	0.5	5.0	0.75	0.005	0.1	5.0	10.0
554	60.0	0.5	10.0	0.5	5.0	0.75	0.005	0.1	5.0	10.0
555	120.0	0.5	10.0	0.5	5.0	0.75	0.005	0.1	5.0	10.0
556	60.0	0.75	10.0	0.5	5.0	0.75	0.005	0.1	5.0	10.0
557	120.0	0.75	10.0	0.5	5.0	0.75	0.005	0.1	5.0	10.0
558	60.0	0.25	15.0	0.5	5.0	0.75	0.005	0.1	5.0	10.0
559	120.0	0.25	15.0	0.5	5.0	0.75	0.005	0.1	5.0	10.0
560	60.0	0.5	15.0	0.5	5.0	0.75	0.005	0.1	5.0	10.0
561	120.0	0.5	15.0	0.5	5.0	0.75	0.005	0.1	5.0	10.0
562	60.0	0.75	15.0	0.5	5.0	0.75	0.005	0.1	5.0	10.0
563	120.0	0.75	15.0	0.5	5.0	0.75	0.005	0.1	5.0	10.0
564	60.0	0.25	10.0	0.8	5.0	0.75	0.005	0.1	5.0	10.0
565	120.0	0.25	10.0	0.8	5.0	0.75	0.005	0.1	5.0	10.0
566	60.0	0.5	10.0	0.8	5.0	0.75	0.005	0.1	5.0	10.0
567	120.0	0.5	10.0	0.8	5.0	0.75	0.005	0.1	5.0	10.0
568	60.0	0.75	10.0	0.8	5.0	0.75	0.005	0.1	5.0	10.0
569	120.0	0.75	10.0	0.8	5.0	0.75	0.005	0.1	5.0	10.0
570	60.0	0.25	15.0	0.8	5.0	0.75	0.005	0.1	5.0	10.0
571	120.0	0.25	15.0	0.8	5.0	0.75	0.005	0.1	5.0	10.0
572	60.0	0.5	15.0	0.8	5.0	0.75	0.005	0.1	5.0	10.0
573	120.0	0.5	15.0	0.8	5.0	0.75	0.005	0.1	5.0	10.0
574	60.0	0.75	15.0	0.8	5.0	0.75	0.005	0.1	5.0	10.0
575	120.0	0.75	15.0	0.8	5.0	0.75	0.005	0.1	5.0	10.0
576	60.0	0.25	10.0	0.5	0.3	0.5	0.001	0.2	5.0	10.0
577	120.0	0.25	10.0	0.5	0.3	0.5	0.001	0.2	5.0	10.0
578	60.0	0.5	10.0	0.5	0.3	0.5	0.001	0.2	5.0	10.0
579	120.0	0.5	10.0	0.5	0.3	0.5	0.001	0.2	5.0	10.0
580	60.0	0.75	10.0	0.5	0.3	0.5	0.001	0.2	5.0	10.0
581	120.0	0.75	10.0	0.5	0.3	0.5	0.001	0.2	5.0	10.0
582	60.0	0.25	15.0	0.5	0.3	0.5	0.001	0.2	5.0	10.0
583	120.0	0.25	15.0	0.5	0.3	0.5	0.001	0.2	5.0	10.0
584	60.0	0.5	15.0	0.5	0.3	0.5	0.001	0.2	5.0	10.0
585	120.0	0.5	15.0	0.5	0.3	0.5	0.001	0.2	5.0	10.0
586	60.0	0.75	15.0	0.5	0.3	0.5	0.001	0.2	5.0	10.0
587	120.0	0.75	15.0	0.5	0.3	0.5	0.001	0.2	5.0	10.0
588	60.0	0.25	10.0	0.8	0.3	0.5	0.001	0.2	5.0	10.0
589	120.0	0.25	10.0	0.8	0.3	0.5	0.001	0.2	5.0	10.0
590	60.0	0.5	10.0	0.8	0.3	0.5	0.001	0.2	5.0	10.0
591	120.0	0.5	10.0	0.8	0.3	0.5	0.001	0.2	5.0	10.0
592	60.0	0.75	10.0	0.8	0.3	0.5	0.001	0.2	5.0	10.0
593	120.0	0.75	10.0	0.8	0.3	0.5	0.001	0.2	5.0	10.0
594	60.0	0.25	15.0	0.8	0.3	0.5	0.001	0.2	5.0	10.0
595	120.0	0.25	15.0	0.8	0.3	0.5	0.001	0.2	5.0	10.0
596	60.0	0.5	15.0	0.8	0.3	0.5	0.001	0.2	5.0	10.0
597	120.0	0.5	15.0	0.8	0.3	0.5	0.001	0.2	5.0	10.0
598	60.0	0.75	15.0	0.8	0.3	0.5	0.001	0.2	5.0	10.0
599	120.0	0.75	15.0	0.8	0.3	0.5	0.001	0.2	5.0	10.0
600	60.0	0.25	10.0	0.5	5.0	0.75	0.001	0.2	5.0	10.0
601	120.0	0.25	10.0	0.5	5.0	0.75	0.001	0.2	5.0	10.0
602	60.0	0.5	10.0	0.5	5.0	0.75	0.001	0.2	5.0	10.0
603	120.0	0.5	10.0	0.5	5.0	0.75	0.001	0.2	5.0	10.0
604	60.0	0.75	10.0	0.5	5.0	0.75	0.001	0.2	5.0	10.0
605	120.0	0.75	10.0	0.5	5.0	0.75	0.001	0.2	5.0	10.0
606	60.0	0.25	15.0	0.5	5.0	0.75	0.001	0.2	5.0	10.0
607	120.0	0.25	15.0	0.5	5.0	0.75	0.001	0.2	5.0	10.0
608	60.0	0.5	15.0	0.5	5.0	0.75	0.001	0.2	5.0	10.0
609	120.0	0.5	15.0	0.5	5.0	0.75	0.001	0.2	5.0	10.0
610	60.0	0.75	15.0	0.5	5.0	0.75	0.001	0.2	5.0	10.0
611	120.0	0.75	15.0	0.5	5.0	0.75	0.001	0.2	5.0	10.0
612	60.0	0.25	10.0	0.8	5.0	0.75	0.001	0.2	5.0	10.0
613	120.0	0.25	10.0	0.8	5.0	0.75	0.001	0.2	5.0	10.0
614	60.0	0.5	10.0	0.8	5.0	0.75	0.001	0.2	5.0	10.0
615	120.0	0.5	10.0	0.8	5.0	0.75	0.001	0.2	5.0	10.0
616	60.0	0.75	10.0	0.8	5.0	0.75	0.001	0.2	5.0	10.0
617	120.0	0.75	10.0	0.8	5.0	0.75	0.001	0.2	5.0	10.0
618	60.0	0.25	15.0	0.8	5.0	0.75	0.001	0.2	5.0	10.0
619	120.0	0.25	15.0	0.8	5.0	0.75	0.001	0.2	5.0	10.0
620	60.0	0.5	15.0	0.8	5.0	0.75	0.001	0.2	5.0	10.0
621	120.0	0.5	15.0	0.8	5.0	0.75	0.001	0.2	5.0	10.0
623	120.0	0.75	15.0	0.8	5.0	0.75	0.001	0.2	5.0	10.0
624	60.0	0.25	10.0	0.5	0.3	0.5	0.003	0.2	5.0	10.0
5	120.0	0.75	10.0	0.5	0.3	0.5	0.001	0.1	2.0	5.0
6	60.0	0.25	15.0	0.5	0.3	0.5	0.001	0.1	2.0	5.0
0	60.0	0.25	10.0	0.5	0.3	0.5	0.001	0.1	2.0	5.0
2	60.0	0.5	10.0	0.5	0.3	0.5	0.001	0.1	2.0	5.0
7	120.0	0.25	15.0	0.5	0.3	0.5	0.001	0.1	2.0	5.0
4	60.0	0.75	10.0	0.5	0.3	0.5	0.001	0.1	2.0	5.0
1	120.0	0.25	10.0	0.5	0.3	0.5	0.001	0.1	2.0	5.0
3	120.0	0.5	10.0	0.5	0.3	0.5	0.001	0.1	2.0	5.0
13	120.0	0.25	10.0	0.8	0.3	0.5	0.001	0.1	2.0	5.0
12	60.0	0.25	10.0	0.8	0.3	0.5	0.001	0.1	2.0	5.0
10	60.0	0.75	15.0	0.5	0.3	0.5	0.001	0.1	2.0	5.0
8	60.0	0.5	15.0	0.5	0.3	0.5	0.001	0.1	2.0	5.0
11	120.0	0.75	15.0	0.5	0.3	0.5	0.001	0.1	2.0	5.0
14	60.0	0.5	10.0	0.8	0.3	0.5	0.001	0.1	2.0	5.0
9	120.0	0.5	15.0	0.5	0.3	0.5	0.001	0.1	2.0	5.0
18	60.0	0.25	15.0	0.8	0.3	0.5	0.001	0.1	2.0	5.0
16	60.0	0.75	10.0	0.8	0.3	0.5	0.001	0.1	2.0	5.0
21	120.0	0.5	15.0	0.8	0.3	0.5	0.001	0.1	2.0	5.0
24	60.0	0.25	10.0	0.5	5.0	0.75	0.001	0.1	2.0	5.0
19	120.0	0.25	15.0	0.8	0.3	0.5	0.001	0.1	2.0	5.0
23	120.0	0.75	15.0	0.8	0.3	0.5	0.001	0.1	2.0	5.0
20	60.0	0.5	15.0	0.8	0.3	0.5	0.001	0.1	2.0	5.0
15	120.0	0.5	10.0	0.8	0.3	0.5	0.001	0.1	2.0	5.0
28	60.0	0.75	10.0	0.5	5.0	0.75	0.001	0.1	2.0	5.0
26	60.0	0.5	10.0	0.5	5.0	0.75	0.001	0.1	2.0	5.0
22	60.0	0.75	15.0	0.8	0.3	0.5	0.001	0.1	2.0	5.0
25	120.0	0.25	10.0	0.5	5.0	0.75	0.001	0.1	2.0	5.0
17	120.0	0.75	10.0	0.8	0.3	0.5	0.001	0.1	2.0	5.0
29	120.0	0.75	10.0	0.5	5.0	0.75	0.001	0.1	2.0	5.0
31	120.0	0.25	15.0	0.5	5.0	0.75	0.001	0.1	2.0	5.0
32	60.0	0.5	15.0	0.5	5.0	0.75	0.001	0.1	2.0	5.0
34	60.0	0.75	15.0	0.5	5.0	0.75	0.001	0.1	2.0	5.0
27	120.0	0.5	10.0	0.5	5.0	0.75	0.001	0.1	2.0	5.0
30	60.0	0.25	15.0	0.5	5.0	0.75	0.001	0.1	2.0	5.0
36	60.0	0.25	10.0	0.8	5.0	0.75	0.001	0.1	2.0	5.0
37	120.0	0.25	10.0	0.8	5.0	0.75	0.001	0.1	2.0	5.0
33	120.0	0.5	15.0	0.5	5.0	0.75	0.001	0.1	2.0	5.0
38	60.0	0.5	10.0	0.8	5.0	0.75	0.001	0.1	2.0	5.0
39	120.0	0.5	10.0	0.8	5.0	0.75	0.001	0.1	2.0	5.0
42	60.0	0.25	15.0	0.8	5.0	0.75	0.001	0.1	2.0	5.0
40	60.0	0.75	10.0	0.8	5.0	0.75	0.001	0.1	2.0	5.0
45	120.0	0.5	15.0	0.8	5.0	0.75	0.001	0.1	2.0	5.0
41	120.0	0.75	10.0	0.8	5.0	0.75	0.001	0.1	2.0	5.0
44	60.0	0.5	15.0	0.8	5.0	0.75	0.001	0.1	2.0	5.0
35	120.0	0.75	15.0	0.5	5.0	0.75	0.001	0.1	2.0	5.0
43	120.0	0.25	15.0	0.8	5.0	0.75	0.001	0.1	2.0	5.0
49	120.0	0.25	10.0	0.5	0.3	0.5	0.003	0.1	2.0	5.0
47	120.0	0.75	15.0	0.8	5.0	0.75	0.001	0.1	2.0	5.0
48	60.0	0.25	10.0	0.5	0.3	0.5	0.003	0.1	2.0	5.0
46	60.0	0.75	15.0	0.8	5.0	0.75	0.001	0.1	2.0	5.0
51	120.0	0.5	10.0	0.5	0.3	0.5	0.003	0.1	2.0	5.0
50	60.0	0.5	10.0	0.5	0.3	0.5	0.003	0.1	2.0	5.0
52	60.0	0.75	10.0	0.5	0.3	0.5	0.003	0.1	2.0	5.0
54	60.0	0.25	15.0	0.5	0.3	0.5	0.003	0.1	2.0	5.0
55	120.0	0.25	15.0	0.5	0.3	0.5	0.003	0.1	2.0	5.0
53	120.0	0.75	10.0	0.5	0.3	0.5	0.003	0.1	2.0	5.0
56	60.0	0.5	15.0	0.5	0.3	0.5	0.003	0.1	2.0	5.0
57	120.0	0.5	15.0	0.5	0.3	0.5	0.003	0.1	2.0	5.0
60	60.0	0.25	10.0	0.8	0.3	0.5	0.003	0.1	2.0	5.0
61	120.0	0.25	10.0	0.8	0.3	0.5	0.003	0.1	2.0	5.0
59	120.0	0.75	15.0	0.5	0.3	0.5	0.003	0.1	2.0	5.0
58	60.0	0.75	15.0	0.5	0.3	0.5	0.003	0.1	2.0	5.0
63	120.0	0.5	10.0	0.8	0.3	0.5	0.003	0.1	2.0	5.0
62	60.0	0.5	10.0	0.8	0.3	0.5	0.003	0.1	2.0	5.0
64	60.0	0.75	10.0	0.8	0.3	0.5	0.003	0.1	2.0	5.0
66	60.0	0.25	15.0	0.8	0.3	0.5	0.003	0.1	2.0	5.0
67	120.0	0.25	15.0	0.8	0.3	0.5	0.003	0.1	2.0	5.0
65	120.0	0.75	10.0	0.8	0.3	0.5	0.003	0.1	2.0	5.0
68	60.0	0.5	15.0	0.8	0.3	0.5	0.003	0.1	2.0	5.0
69	120.0	0.5	15.0	0.8	0.3	0.5	0.003	0.1	2.0	5.0
74	60.0	0.5	10.0	0.5	5.0	0.75	0.003	0.1	2.0	5.0
70	60.0	0.75	15.0	0.8	0.3	0.5	0.003	0.1	2.0	5.0
73	120.0	0.25	10.0	0.5	5.0	0.75	0.003	0.1	2.0	5.0
75	120.0	0.5	10.0	0.5	5.0	0.75	0.003	0.1	2.0	5.0
72	60.0	0.25	10.0	0.5	5.0	0.75	0.003	0.1	2.0	5.0
71	120.0	0.75	15.0	0.8	0.3	0.5	0.003	0.1	2.0	5.0
76	60.0	0.75	10.0	0.5	5.0	0.75	0.003	0.1	2.0	5.0
79	120.0	0.25	15.0	0.5	5.0	0.75	0.003	0.1	2.0	5.0
77	120.0	0.75	10.0	0.5	5.0	0.75	0.003	0.1	2.0	5.0
78	60.0	0.25	15.0	0.5	5.0	0.75	0.003	0.1	2.0	5.0
80	60.0	0.5	15.0	0.5	5.0	0.75	0.003	0.1	2.0	5.0
82	60.0	0.75	15.0	0.5	5.0	0.75	0.003	0.1	2.0	5.0
84	60.0	0.25	10.0	0.8	5.0	0.75	0.003	0.1	2.0	5.0
83	120.0	0.75	15.0	0.5	5.0	0.75	0.003	0.1	2.0	5.0
85	120.0	0.25	10.0	0.8	5.0	0.75	0.003	0.1	2.0	5.0
81	120.0	0.5	15.0	0.5	5.0	0.75	0.003	0.1	2.0	5.0
86	60.0	0.5	10.0	0.8	5.0	0.75	0.003	0.1	2.0	5.0
88	60.0	0.75	10.0	0.8	5.0	0.75	0.003	0.1	2.0	5.0
87	120.0	0.5	10.0	0.8	5.0	0.75	0.003	0.1	2.0	5.0
90	60.0	0.25	15.0	0.8	5.0	0.75	0.003	0.1	2.0	5.0
91	120.0	0.25	15.0	0.8	5.0	0.75	0.003	0.1	2.0	5.0
89	120.0	0.75	10.0	0.8	5.0	0.75	0.003	0.1	2.0	5.0
92	60.0	0.5	15.0	0.8	5.0	0.75	0.003	0.1	2.0	5.0
93	120.0	0.5	15.0	0.8	5.0	0.75	0.003	0.1	2.0	5.0
94	60.0	0.75	15.0	0.8	5.0	0.75	0.003	0.1	2.0	5.0
96	60.0	0.25	10.0	0.5	0.3	0.5	0.005	0.1	2.0	5.0
95	120.0	0.75	15.0	0.8	5.0	0.75	0.003	0.1	2.0	5.0
97	120.0	0.25	10.0	0.5	0.3	0.5	0.005	0.1	2.0	5.0
98	60.0	0.5	10.0	0.5	0.3	0.5	0.005	0.1	2.0	5.0
99	120.0	0.5	10.0	0.5	0.3	0.5	0.005	0.1	2.0	5.0
100	60.0	0.75	10.0	0.5	0.3	0.5	0.005	0.1	2.0	5.0
102	60.0	0.25	15.0	0.5	0.3	0.5	0.005	0.1	2.0	5.0
101	120.0	0.75	10.0	0.5	0.3	0.5	0.005	0.1	2.0	5.0
103	120.0	0.25	15.0	0.5	0.3	0.5	0.005	0.1	2.0	5.0
104	60.0	0.5	15.0	0.5	0.3	0.5	0.005	0.1	2.0	5.0
105	120.0	0.5	15.0	0.5	0.3	0.5	0.005	0.1	2.0	5.0
108	60.0	0.25	10.0	0.8	0.3	0.5	0.005	0.1	2.0	5.0
106	60.0	0.75	15.0	0.5	0.3	0.5	0.005	0.1	2.0	5.0
109	120.0	0.25	10.0	0.8	0.3	0.5	0.005	0.1	2.0	5.0
107	120.0	0.75	15.0	0.5	0.3	0.5	0.005	0.1	2.0	5.0
110	60.0	0.5	10.0	0.8	0.3	0.5	0.005	0.1	2.0	5.0
111	120.0	0.5	10.0	0.8	0.3	0.5	0.005	0.1	2.0	5.0
114	60.0	0.25	15.0	0.8	0.3	0.5	0.005	0.1	2.0	5.0
112	60.0	0.75	10.0	0.8	0.3	0.5	0.005	0.1	2.0	5.0
115	120.0	0.25	15.0	0.8	0.3	0.5	0.005	0.1	2.0	5.0
113	120.0	0.75	10.0	0.8	0.3	0.5	0.005	0.1	2.0	5.0
116	60.0	0.5	15.0	0.8	0.3	0.5	0.005	0.1	2.0	5.0
117	120.0	0.5	15.0	0.8	0.3	0.5	0.005	0.1	2.0	5.0
120	60.0	0.25	10.0	0.5	5.0	0.75	0.005	0.1	2.0	5.0
118	60.0	0.75	15.0	0.8	0.3	0.5	0.005	0.1	2.0	5.0
121	120.0	0.25	10.0	0.5	5.0	0.75	0.005	0.1	2.0	5.0
119	120.0	0.75	15.0	0.8	0.3	0.5	0.005	0.1	2.0	5.0
122	60.0	0.5	10.0	0.5	5.0	0.75	0.005	0.1	2.0	5.0
123	120.0	0.5	10.0	0.5	5.0	0.75	0.005	0.1	2.0	5.0
124	60.0	0.75	10.0	0.5	5.0	0.75	0.005	0.1	2.0	5.0
127	120.0	0.25	15.0	0.5	5.0	0.75	0.005	0.1	2.0	5.0
126	60.0	0.25	15.0	0.5	5.0	0.75	0.005	0.1	2.0	5.0
125	120.0	0.75	10.0	0.5	5.0	0.75	0.005	0.1	2.0	5.0
129	120.0	0.5	15.0	0.5	5.0	0.75	0.005	0.1	2.0	5.0
128	60.0	0.5	15.0	0.5	5.0	0.75	0.005	0.1	2.0	5.0
132	60.0	0.25	10.0	0.8	5.0	0.75	0.005	0.1	2.0	5.0
130	60.0	0.75	15.0	0.5	5.0	0.75	0.005	0.1	2.0	5.0
133	120.0	0.25	10.0	0.8	5.0	0.75	0.005	0.1	2.0	5.0
131	120.0	0.75	15.0	0.5	5.0	0.75	0.005	0.1	2.0	5.0
134	60.0	0.5	10.0	0.8	5.0	0.75	0.005	0.1	2.0	5.0
135	120.0	0.5	10.0	0.8	5.0	0.75	0.005	0.1	2.0	5.0
138	60.0	0.25	15.0	0.8	5.0	0.75	0.005	0.1	2.0	5.0
136	60.0	0.75	10.0	0.8	5.0	0.75	0.005	0.1	2.0	5.0
137	120.0	0.75	10.0	0.8	5.0	0.75	0.005	0.1	2.0	5.0
139	120.0	0.25	15.0	0.8	5.0	0.75	0.005	0.1	2.0	5.0
141	120.0	0.5	15.0	0.8	5.0	0.75	0.005	0.1	2.0	5.0
140	60.0	0.5	15.0	0.8	5.0	0.75	0.005	0.1	2.0	5.0
142	60.0	0.75	15.0	0.8	5.0	0.75	0.005	0.1	2.0	5.0
144	60.0	0.25	10.0	0.5	0.3	0.5	0.001	0.2	2.0	5.0
143	120.0	0.75	15.0	0.8	5.0	0.75	0.005	0.1	2.0	5.0
145	120.0	0.25	10.0	0.5	0.3	0.5	0.001	0.2	2.0	5.0
146	60.0	0.5	10.0	0.5	0.3	0.5	0.001	0.2	2.0	5.0
147	120.0	0.5	10.0	0.5	0.3	0.5	0.001	0.2	2.0	5.0
150	60.0	0.25	15.0	0.5	0.3	0.5	0.001	0.2	2.0	5.0
148	60.0	0.75	10.0	0.5	0.3	0.5	0.001	0.2	2.0	5.0
149	120.0	0.75	10.0	0.5	0.3	0.5	0.001	0.2	2.0	5.0
625	120.0	0.25	10.0	0.5	0.3	0.5	0.003	0.2	5.0	10.0
622	60.0	0.75	15.0	0.8	5.0	0.75	0.001	0.2	5.0	10.0
626	60.0	0.5	10.0	0.5	0.3	0.5	0.003	0.2	5.0	10.0
627	120.0	0.5	10.0	0.5	0.3	0.5	0.003	0.2	5.0	10.0
630	60.0	0.25	15.0	0.5	0.3	0.5	0.003	0.2	5.0	10.0
631	120.0	0.25	15.0	0.5	0.3	0.5	0.003	0.2	5.0	10.0
628	60.0	0.75	10.0	0.5	0.3	0.5	0.003	0.2	5.0	10.0
629	120.0	0.75	10.0	0.5	0.3	0.5	0.003	0.2	5.0	10.0
633	120.0	0.5	15.0	0.5	0.3	0.5	0.003	0.2	5.0	10.0
632	60.0	0.5	15.0	0.5	0.3	0.5	0.003	0.2	5.0	10.0
635	120.0	0.75	15.0	0.5	0.3	0.5	0.003	0.2	5.0	10.0
634	60.0	0.75	15.0	0.5	0.3	0.5	0.003	0.2	5.0	10.0
637	120.0	0.25	10.0	0.8	0.3	0.5	0.003	0.2	5.0	10.0
636	60.0	0.25	10.0	0.8	0.3	0.5	0.003	0.2	5.0	10.0
638	60.0	0.5	10.0	0.8	0.3	0.5	0.003	0.2	5.0	10.0
639	120.0	0.5	10.0	0.8	0.3	0.5	0.003	0.2	5.0	10.0
640	60.0	0.75	10.0	0.8	0.3	0.5	0.003	0.2	5.0	10.0
642	60.0	0.25	15.0	0.8	0.3	0.5	0.003	0.2	5.0	10.0
643	120.0	0.25	15.0	0.8	0.3	0.5	0.003	0.2	5.0	10.0
644	60.0	0.5	15.0	0.8	0.3	0.5	0.003	0.2	5.0	10.0
645	120.0	0.5	15.0	0.8	0.3	0.5	0.003	0.2	5.0	10.0
